Home,Away,Home_Score,Away_Score,Tournament
UNC Asheville,Arkansas,51,85,
UC-Davis,UCLA,54,81,
Florida A&M,Kentucky,68,88,
TCU,Utah,75,71,
Virginia Tech,Boston College,65,70,
Auburn,Washington,84,61,
Arizona State,San Francisco,60,97,
Youngstown State,Central Michigan,76,65,
High Point,East Carolina,49,60,
Incarnate Word,Florida International,74,79,
Chattanooga,Georgia,65,72,
Mount St. Mary's,Howard,62,63,
New Mexico State,Kent State,63,73,
Boston University,UMass-Lowell,60,68,
Saint Francis (PA),Robert Morris,66,77,
Navy,VCU,52,74,
Bellarmine,Evansville,61,73,
Murray State,Middle Tennessee,67,83,
Huston-Tillotson,Tarleton State,56,114,
North Carolina A&T,UTEP,62,75,
Tulsa,Loyola Marymount,64,76,
Norfolk State,Nevada,66,78,
Denver,Oregon State,52,57,
Toccoa Falls,Georgia State,52,91,
Mid-Atlantic Christian,Liberty,50,88,
Alice Lloyd,Morehead State,50,66,
Northeastern,Davidson,73,70,
Jarvis Christian,Louisiana Tech,52,108,
Stonehill,Valparaiso,67,77,
Siena Heights,Western Michigan,41,61,
UNC Wilmington,Campbell,74,66,
Winthrop,Duquesne,57,74,
Radford,Kansas State,65,73,
Houston Christian,Texas Tech,67,111,
Randolph,William & Mary,56,90,
Science and Arts of Oklahoma,Texas State,72,87,
Appalachian State,UCSB,50,61,
George Mason,Old Dominion,77,78,
Oakland,Michigan State,54,67,
St. John's (NY),Villanova,63,78,
Howard Payne,Abilene Christian,52,113,
Georgia Southern,Ball State,54,58,
Samford,Belmont,56,79,
New Hampshire,Brown,51,67,
SUNY-Canton,Buffalo,62,129,
UT Arlington,California,51,73,
Stetson,UCF,58,73,
Detroit Mercy,Cincinnati,54,72,
Mt. St. Joseph,Cleveland State,48,78,
Southern Utah,Colorado,78,86,
James Madison,Coppin State,100,107,
Ohio,Delaware,95,76,
Northern Kentucky,Florida Atlantic,52,67,
Canisius,Florida Gulf Coast,81,84,
Clemson,Georgia Tech,79,66,
Omaha,Iowa State,,,
Lafayette,La Salle,90,65,
Michigan,UNC,76,80,
Binghamton,Niagara,67,73,
Bucknell,Richmond,71,81,
Southern Illinois,Southeast Missouri State,70,68,
Mercer,Troy,82,79,
Notre Dame,Florida State,72,73,
Eastern Illinois,Iowa,92,83,
ETSU,LSU,68,72,
Alabama State,Memphis,61,83,
Maine,Ohio State,61,95,
South Dakota,Oral Roberts,,,
SIU-Edwardsville,Saint Louis,69,67,
Saint Mary's,Wyoming,66,54,
Jacksonville State,South Alabama,66,71,
Southern,Southeastern Louisiana,62,80,
North Dakota State,St. Thomas,68,78,
Mississippi Valley State,Tulane,63,84,
Sacramento State,Cal State Fullerton,49,59,
Idaho,Long Beach State,75,82,
Colorado State,USC,64,73,
St. Ambrose,Drake,48,124,
Williams Baptist,North Alabama,45,83,
St. Bonaventure,Northern Iowa,52,62,
Harvard,Kansas,54,68,
Morgan State,Arizona,68,93,
Illinois,Missouri,71,93,
North Florida,Bethune-Cookman,87,85,
VMI,Fordham,77,80,
Wright State,Miami (OH),88,80,
Central Connecticut,St. Joseph's,66,83,
Charlotte,UAB,68,76,
Loyola (IL),Stanford,62,75,
San Diego,Cal State Northridge,78,83,
Portland State,California Baptist,74,72,
Boise State,Santa Clara,58,73,
Seattle,Utah State,56,84,
Old Westbury,Hofstra,48,96,
Iona,SMU,81,85,
Holy Cross,Sacred Heart,62,66,
Towson,Bryant,59,69,
Siena,American,64,61,
Cornell,Colgate,91,80,
UNC Greensboro,Eastern Kentucky,64,68,
Medgar Evers,St. Francis (NY),66,89,
Kentucky Christian,Charleston Southern,67,126,
Lindenwood,Utah Tech,64,95,
Gwynedd-Mercy,Wagner,55,89,
Akron,Bradley,55,74,
Portland,UC-Riverside,65,76,
St. Peter's,Maryland,45,75,
Stony Brook,West Virginia,64,75,
San Diego Christian,Cal Poly,59,72,
Drexel,Fairfield,,,
Queens (NC),FDU,82,73,
Northern Illinois,Indiana State,67,57,
Purchase College,LIU,58,95,
Goucher,Loyola (MD),53,99,
Chicago State,Minnesota,55,58,
Yale,Monmouth,76,44,
New Mexico State,North Carolina A&T,85,76,
Louisville,NC State,64,76,
Milwaukee,Rhode Island,,,
Marist,Rider,71,77,
Western Kentucky,South Carolina,58,65,
NJIT,South Florida,73,92,
Jackson State,Stephen F. Austin,69,80,
Little Rock,Arkansas State,75,77,
Butler,Creighton,56,78,
Sam Houston,Missouri State,,,
Quinnipiac,Penn State,68,77,
North Texas,UTSA,78,54,
Alabama A&M,Vanderbilt,62,70,
Texas Southern,Wichita State,56,65,
Weber State,BYU,57,63,
George Washington,Washington State,64,66,
Hartford,San Francisco,53,85,
Kent State,UTEP,47,46,
Southern Miss,UNLV,63,74,
Pepperdine,Hawaii,70,76,
Grambling,Wisconsin,,,
Kennesaw State,Indiana,55,69,
Coppin State,George Mason,53,91,
Iona,Seattle,83,72,
Bucknell,Rutgers,50,85,
Kean,Princeton,70,88,
SMU,Utah State,77,74,
George Washington,Pepperdine,70,81,
Washington State,Hawaii,51,62,
Seattle,George Washington,85,67,
Iona,Pepperdine,76,66,
DePaul,Creighton,65,80,
Utah State,Washington State,82,73,
SMU,Hawaii,57,58,
Texas A&M-Commerce,Texas,72,97,
Georgia Southwestern,Jacksonville State,73,78,
St. Elizabeth,NJIT,51,79,
Jacksonville,Notre Dame,43,59,
Seton Hall,Marquette,69,83,
Northwestern State,Texas A&M,52,64,
South Carolina State,Texas Tech,71,110,
Villanova,UConn,66,74,
Houston,Tulsa,89,50,
Tennessee,Ole Miss,63,59,
Alabama,Mississippi State,78,67,
Arkansas,LSU,57,60,
Eastern Oregon,Gonzaga,42,120,
Nicholls State,Baylor,56,85,
Albany (NY),Virginia,46,66,
Vermont,Miami (FL),,,
Central Arkansas,TCU,57,103,
Kentucky,Missouri,75,89,
Florida,Auburn,58,61,
Colorado State,New Mexico,69,88,
Xavier,St. John's (NY),84,79,
Rider,Georgia,72,78,
Illinois State,UIC,51,55,
Boise State,Nevada,72,74,
Wilkes,Penn,61,93,
UNC Wilmington,Monmouth,68,55,
Our Lady of the Lake,Texas A&M-Corpus Christi,74,88,
Chicago State,Ball State,63,70,
Wichita State,UCF,45,52,
Maryland-Eastern Shore,Columbia,74,67,
Duquesne,Dayton,57,69,
Temple,East Carolina,59,57,
Davidson,Fordham,57,43,
Harvard,Maine,74,73,
Coppin State,Richmond,65,83,
Mercer,Samford,69,78,
Bradley,Belmont,60,63,
Missouri State,Northern Iowa,79,67,
Cal State Stanislaus,Sacramento State,51,72,
UNLV,San Jose State,72,75,
Wyoming,Fresno State,53,58,
Air Force,San Diego State,55,71,
Southern Utah,New Mexico State,79,75,
Florida A&M,Purdue,49,82,
Middle Tennessee,Charlotte,67,82,
Elon,Drexel,50,62,
Merrimack,FDU,63,71,
Florida College,Florida International,64,69,
Charleston Southern,Gardner-Webb,63,83,
High Point,Longwood,73,87,
Appalachian State,Marshall,53,79,
Saint Mary-of-the-Woods College,Miami (OH),51,90,
Central Michigan,Michigan,63,61,
Wright State,Northern Kentucky,64,78,
Purdue Fort Wayne,Robert Morris,70,75,
UTEP,UAB,73,79,
Valparaiso,Drake,63,68,
Southern Illinois,Murray State,63,57,
Florida Atlantic,North Texas,50,46,
UT Arlington,Tarleton State,63,70,
Huston-Tillotson,Texas Southern,54,92,
Rice,Western Kentucky,81,78,
BYU,Pacific,69,49,
Loyola Marymount,Portland,92,72,
San Diego,Saint Mary's,58,85,
San Francisco,Santa Clara,67,79,
Colorado,Stanford,73,70,
Brown,Northwestern,58,63,
La Salle,Howard,80,76,
Delaware State,Penn State,46,60,
Stonehill,Sacred Heart,74,67,
UNC Greensboro,Western Carolina,72,47,
Alabama A&M,Ohio State,59,90,
Lane,Alabama State,78,90,
Ohio Dominican,Bowling Green State,65,102,
Campbell,Presbyterian,72,82,
Liberty,Bellarmine,70,53,
Providence,Butler,72,52,
Radford,UNC Asheville,58,62,
Austin Peay,Queens (NC),77,81,
Lourdes,Toledo,88,103,
Chattanooga,The Citadel,68,76,
Louisiana,Coastal Carolina,76,77,
Hampton,College of Charleston,61,89,
Binghamton,Cornell,70,86,
New Hampshire,Dartmouth,,,
Hofstra,Delaware,87,73,
Green Bay,Detroit Mercy,59,76,
VMI,Furman,62,85,
James Madison,Georgia State,63,47,
Evansville,Indiana State,63,91,
Wagner,LIU,69,61,
UTSA,Louisiana Tech,69,91,
UMBC,Maryland,64,80,
Iowa,Nebraska,50,66,
Florida National University,North Florida,,,
North Carolina A&T,Northeastern,76,88,
Milwaukee,Oakland,61,83,
Arkansas State,Old Dominion,60,57,
Central Connecticut,Saint Francis (PA),72,80,
Winthrop,USC Upstate,62,70,
Abilene Christian,Stephen F. Austin,68,75,
ETSU,Wofford,73,71,
UT-Martin,Little Rock,74,88,
Cal State Bakersfield,UC-Riverside,59,71,
Georgetown,DePaul,76,83,
Lindenwood,Eastern Illinois,54,55,
South Alabama,Georgia Southern,50,64,
North American,Grambling,42,101,
Bethune-Cookman,Illinois,52,85,
South Florida,Memphis,86,93,
Alcorn State,Minnesota,,,
Oral Roberts,Omaha,92,89,
St. Thomas,South Dakota,84,92,
Western Illinois,South Dakota State,64,71,
Tennessee Tech,SIU-Edwardsville,51,64,
Southeast Missouri State,Southern Indiana,81,86,
Troy,Southern Miss,60,64,
Louisiana-Monroe,Texas State,57,53,
Sam Houston,Utah Valley,64,80,
Cleveland State,Youngstown State,71,85,
Tulane,Cincinnati,77,88,
Kansas City,Denver,83,85,
Texas-Rio Grande Valley,Utah Tech,66,81,
California Baptist,Grand Canyon,59,73,
Northern Arizona,Idaho State,53,79,
Eastern Washington,Montana,87,80,
Idaho,Montana State,58,72,
Morehead State,Tennessee State,83,75,
Northern Colorado,Weber State,72,81,
Cal State Northridge,Cal Poly,57,67,
UCSB,Cal State Fullerton,66,58,
Utah,California,58,43,
UC-San Diego,Long Beach State,85,83,
UCLA,Washington State,67,66,
Miami (FL),Notre Dame,76,65,
Western Michigan,Wisconsin,66,76,
UNC,Pitt,74,76,
Concord,Akron,58,84,
NC State,Clemson,64,78,
UC-Davis,Hawaii,66,74,
Bucknell,Holy Cross,58,60,
American,Lafayette,60,47,
Chicago State,Ohio,59,76,
North Alabama,Jacksonville State,66,62,
Prairie View,Texas A&M,66,86,
Navy,Boston University,75,58,
Manhattan,St. Peter's,57,67,
Siena,Quinnipiac,83,76,
St. Andrews,South Carolina State,58,111,
Lehigh,Army,78,80,
Morgan State,Hartford,61,54,
Buffalo,Michigan State,68,89,
Marist,Fairfield,54,73,
Stetson,Lipscomb,86,80,
Colgate,Loyola (MD),101,67,
Eastern Michigan,South Carolina,64,74,
Southeastern Louisiana,Vanderbilt,55,93,
New Orleans,Houston Christian,96,101,
North Dakota State,North Dakota,71,49,
Coppin State,Rutgers,57,90,
USC,Washington,80,67,
UConn,Xavier,73,83,
UCF,Houston,65,71,
Oklahoma State,Kansas,67,69,
Arizona,Arizona State,69,60,
Texas,Oklahoma,70,69,
Pepperdine,Gonzaga,88,111,
Baylor,Iowa State,62,77,
Virginia,Georgia Tech,74,56,
Florida State,Duke,67,86,
Texas Tech,TCU,61,67,
Louisville,Kentucky,63,86,
New Mexico,Wyoming,76,75,
West Virginia,Kansas State,76,82,
Boston College,Syracuse,65,79,
Rider,Canisius,66,64,
Mount St. Mary's,Niagara,55,67,
New Hampshire,Albany (NY),67,51,
Louisiana Tech,Charlotte,66,68,
James Madison,Marshall,72,66,
Chattanooga,Mercer,80,51,
Cleveland State,Robert Morris,63,54,
Saint Louis,St. Joseph's,83,78,
UMass,St. Bonaventure,64,83,
La Salle,VCU,67,80,
UNC Asheville,Winthrop,60,62,
Tarleton State,Abilene Christian,63,69,
UTSA,UAB,67,90,
Northern Iowa,Illinois State,66,60,
Tennessee Tech,Lindenwood,64,82,
George Washington,Loyola (IL),97,87,
Western Kentucky,Middle Tennessee,60,65,
Kansas City,Omaha,75,59,
Florida International,North Texas,57,72,
San Jose State,Colorado State,78,70,
Dayton,Davidson,69,55,
Northern Colorado,Idaho State,83,90,
Sam Houston,New Mexico State,75,62,
Fresno State,Utah State,54,67,
Loyola Marymount,Pacific,72,78,
Saint Mary's,Santa Clara,67,64,
Utah,Stanford,71,66,
Yale,Columbia,60,62,
Milwaukee,Detroit Mercy,84,81,
Centenary (NJ),FDU,50,99,
Stony Brook,Northeastern,65,61,
St. John's (NY),Seton Hall,66,88,
College of Charleston,Towson,76,74,
Virginia Tech,Wake Forest,75,77,
Binghamton,Bryant,78,82,
St. Francis (NY),Central Connecticut,52,74,
Samford,The Citadel,75,63,
Rhode Island,Duquesne,61,72,
Jacksonville,Florida Gulf Coast,65,72,
North Carolina A&T,Hofstra,81,79,
Sacred Heart,LIU,82,64,
Harvard,Princeton,66,69,
ETSU,VMI,64,50,
Merrimack,Wagner,58,48,
Nevada,Air Force,75,69,
UIC,Bradley,45,79,
Longwood,Campbell,67,42,
Georgia Southern,Coastal Carolina,73,64,
Elon,Delaware,52,57,
William & Mary,Drexel,56,66,
Richmond,George Mason,58,62,
South Alabama,Georgia State,58,68,
Gardner-Webb,High Point,80,73,
Northern Kentucky,IUPUI,55,42,
Central Arkansas,Kennesaw State,66,82,
UMass-Lowell,NJIT,67,64,
Hampton,UNC Wilmington,65,82,
Austin Peay,North Florida,85,90,
Louisiana,Old Dominion,66,70,
Presbyterian,Radford,51,69,
Western Illinois,South Dakota,63,80,
Stephen F. Austin,UT Arlington,66,62,
Marquette,Villanova,68,66,
UNC Greensboro,Wofford,73,64,
Purdue Fort Wayne,Youngstown State,76,71,
Louisiana-Monroe,Arkansas State,84,72,
USC Upstate,Charleston Southern,85,90,
Texas A&M-Corpus Christi,Northwestern State,65,59,
Green Bay,Oakland,65,81,
St. Thomas,South Dakota State,64,71,
SIU-Edwardsville,Southeast Missouri State,73,82,
Appalachian State,Southern Miss,70,76,
Oral Roberts,Denver,80,62,
Southern Indiana,Eastern Illinois,80,91,
Queens (NC),Eastern Kentucky,83,88,
UC-Riverside,Long Beach State,73,72,
Eastern Washington,Montana State,70,67,
San Diego State,UNLV,76,67,
Stonehill,Saint Francis (PA),72,73,
Morehead State,UT-Martin,57,64,
Little Rock,Tennessee State,69,94,
Rice,UTEP,72,67,
Utah Tech,Utah Valley,60,71,
Northern Arizona,Weber State,60,76,
Furman,Western Carolina,67,79,
East Carolina,Wichita State,79,69,
McNeese State,Lamar,81,62,
Portland State,Sacramento State,63,74,
Incarnate Word,Texas A&M-Commerce,74,82,
Troy,Texas State,55,52,
Colorado,California,76,80,
California Baptist,Seattle,65,71,
UC-San Diego,UCSB,61,82,
San Diego,San Francisco,80,68,
Oregon State,Oregon,68,77,
Portland,BYU,58,71,
Cal State Northridge,Cal State Fullerton,52,64,
Idaho,Montana,56,67,
Texas-Rio Grande Valley,Southern Utah,88,94,
UC-Irvine,Cal State Bakersfield,79,75,
Cal Poly,Hawaii,48,57,
Rutgers,Purdue,65,64,
Mount St. Mary's,Canisius,64,60,
Rider,Niagara,59,61,
Boston University,Bucknell,69,61,
Bethune-Cookman,Florida A&M,67,59,
Army,Lafayette,82,65,
North Florida,Stetson,62,68,
Arkansas-Pine Bluff,Alabama A&M,59,66,
Mississippi Valley State,Alabama State,61,70,
Southern,Texas Southern,77,76,
Holy Cross,Navy,74,63,
Loyola (MD),American,55,71,
Wright State,IUPUI,82,68,
Eastern Kentucky,Kennesaw State,75,79,
Penn,Brown,76,68,
Jacksonville State,Jacksonville,46,62,
Colgate,Lehigh,76,60,
Lipscomb,Liberty,48,77,
St. Mary's (MD),Maryland-Eastern Shore,56,87,
Bellarmine,North Alabama,69,65,
West Virginia,Oklahoma State,60,67,
Jackson State,Alcorn State,67,66,
Florida Gulf Coast,Central Arkansas,84,79,
Grambling,Prairie View,60,61,
Kansas,Texas Tech,75,72,
Kansas State,Texas,116,103,
Ole Miss,Alabama,62,84,
Mississippi State,Tennessee,53,87,
Virginia,Pitt,65,68,
Minnesota,Wisconsin,60,63,
New Mexico,Fresno State,67,71,
Northern Illinois,Akron,51,76,
Ohio,Buffalo,72,75,
Miami (OH),Central Michigan,56,68,
San Jose State,Boise State,64,67,
Marquette,St. John's (NY),96,85,
Notre Dame,Boston College,63,70,
Chicago State,Coppin State,,,
Bowling Green State,Eastern Michigan,91,65,
Western Michigan,Kent State,72,80,
Syracuse,Louisville,70,69,
Nebraska,Michigan State,56,74,
Toccoa Falls,North Carolina Central,52,98,
Ball State,Toledo,90,83,
South Carolina,Vanderbilt,79,84,
Seton Hall,Creighton,61,83,
LSU,Kentucky,71,74,
Utah State,Air Force,77,65,
Academy of Art,Saint Mary's,64,84,
UConn,Providence,61,73,
Miami (FL),Georgia Tech,70,76,
Missouri,Arkansas,68,74,
Duke,NC State,60,84,
TCU,Baylor,88,87,
Auburn,Georgia,64,76,
College of Charleston,North Carolina A&T,92,79,
Iowa State,Oklahoma,63,60,
Wofford,Mercer,53,52,
George Mason,St. Bonaventure,69,73,
Presbyterian,Winthrop,72,82,
Mississippi Valley State,Alabama A&M,68,75,
Arkansas-Pine Bluff,Alabama State,66,80,
Belmont,UIC,77,71,
Indiana State,Illinois State,76,67,
Evansville,Missouri State,62,85,
Bradley,Murray State,58,67,
Grambling,Texas Southern,85,72,
Villanova,Georgetown,73,57,
Goucher,Morgan State,52,89,
Gardner-Webb,Campbell,58,63,
Longwood,Charleston Southern,79,74,
Loyola (IL),Davidson,57,80,
St. Joseph's,Dayton,56,76,
VCU,Duquesne,70,79,
UCF,East Carolina,64,61,
Western Carolina,ETSU,71,60,
UNC Wilmington,Elon,81,66,
Texas A&M,Florida,66,63,
The Citadel,Furman,72,97,
UNC Asheville,High Point,76,72,
Saint Louis,UMass,81,90,
Penn State,Michigan,69,79,
Penn St.-Wilkes Barre,Norfolk State,60,85,
Chattanooga,UNC Greensboro,61,73,
USC Upstate,Radford,65,60,
Fordham,Rhode Island,79,82,
George Washington,Richmond,63,73,
VMI,Samford,78,87,
Temple,South Florida,68,64,
New Mexico State,Stephen F. Austin,60,69,
Tulsa,Tulane,77,93,
Northern Iowa,Valparaiso,69,67,
Southern,Prairie View,66,62,
Drake,Southern Illinois,49,53,
DePaul,Butler,70,78,
Wake Forest,UNC,79,88,
Illinois,Northwestern,60,73,
Clemson,Virginia Tech,68,65,
Colorado State,Nevada,69,80,
Lindenwood,Little Rock,67,62,
Incarnate Word,Texas A&M-Corpus Christi,61,91,
Purdue,Ohio State,71,69,
SMU,Houston,53,87,
Washington,Arizona,67,70,
Gonzaga,San Francisco,77,75,
USC,UCLA,58,60,
Indiana,Iowa,89,91,
Lehigh,Bucknell,72,64,
Milwaukee,Cleveland State,68,64,
Charlotte,Florida International,60,62,
Hofstra,Hampton,67,51,
American,Holy Cross,73,68,
Texas State,James Madison,63,62,
Maine,UMass-Lowell,70,72,
FDU,St. Francis (NY),76,57,
Wagner,Stonehill,58,62,
Louisiana Tech,Rice,88,82,
Southern Utah,Tarleton State,65,68,
North Texas,Western Kentucky,70,66,
Oregon State,Utah,60,79,
Utah Tech,California Baptist,58,72,
Portland State,Eastern Washington,80,92,
Santa Clara,Pepperdine,89,79,
Kennesaw State,North Florida,86,89,
Coastal Carolina,Appalachian State,62,63,
Maryland,Rutgers,50,64,
Queens (NC),Bellarmine,75,74,
New Hampshire,Binghamton,50,68,
Lafayette,Boston University,69,73,
LIU,Central Connecticut,59,78,
Navy,Colgate,73,87,
UAB,Florida Atlantic,86,88,
Marshall,Georgia Southern,76,81,
Green Bay,Purdue Fort Wayne,69,79,
Jacksonville State,Liberty,41,75,
Georgia State,Louisiana-Monroe,58,66,
Army,Loyola (MD),78,55,
Albany (NY),UMBC,83,92,
Sacred Heart,Merrimack,59,55,
Stony Brook,Monmouth,67,56,
Southern Indiana,Morehead State,80,84,
Grand Canyon,Sam Houston,72,68,
Jacksonville,Stetson,61,73,
Seattle,Texas-Rio Grande Valley,66,64,
Drexel,Towson,58,64,
Old Dominion,Troy,71,78,
Bryant,Vermont,64,74,
Omaha,Western Illinois,78,74,
Northeastern,William & Mary,66,69,
Robert Morris,Youngstown State,56,78,
Washington State,Arizona State,71,77,
Florida Gulf Coast,Austin Peay,59,61,
Eastern Kentucky,Central Arkansas,77,75,
North Alabama,Lipscomb,62,86,
Southern Miss,Louisiana,61,75,
Northwestern State,McNeese State,77,92,
Lamar,New Orleans,55,81,
South Dakota,North Dakota,62,60,
South Dakota State,North Dakota State,59,65,
Montana,Northern Arizona,74,75,
Montana State,Northern Colorado,77,56,
Arkansas State,South Alabama,45,63,
Houston Christian,Southeastern Louisiana,59,71,
Tennessee State,SIU-Edwardsville,72,81,
Denver,St. Thomas,71,81,
Eastern Illinois,Tennessee Tech,49,70,
Utah Valley,UT Arlington,72,64,
Middle Tennessee,UTSA,72,75,
UC-Irvine,UC-Davis,88,83,
Oregon,Colorado,41,68,
Sacramento State,Idaho,85,83,
Southeast Missouri State,UT-Martin,82,87,
Nicholls State,Texas A&M-Commerce,66,63,
Cincinnati,Wichita State,70,61,
Cal Poly,Cal State Bakersfield,51,61,
Long Beach State,Cal State Northridge,84,74,
Cal State Fullerton,UC-Riverside,77,62,
Hawaii,UC-San Diego,62,49,
Pacific,San Diego,84,82,
BYU,Loyola Marymount,59,64,
Oakland,Northern Kentucky,64,63,
Western Michigan,Toledo,74,102,
Harvard,Brown,70,68,
Princeton,Columbia,68,49,
Penn,Cornell,69,88,
Niagara,Fairfield,77,69,
Canisius,Manhattan,64,57,
Iona,Marist,84,57,
Quinnipiac,Rider,72,63,
St. Peter's,Siena,60,70,
Detroit Mercy,Wright State,85,90,
Dartmouth,Yale,81,77,
Stanford,California,70,92,
Akron,Ball State,63,70,
Kansas,West Virginia,76,62,
Creighton,UConn,60,69,
Washington State,Arizona,74,61,
Texas,Oklahoma State,56,46,
Kentucky,Alabama,52,78,
Tennessee,South Carolina,85,42,
Gonzaga,Santa Clara,81,76,
Syracuse,Virginia,66,73,
Arkansas,Auburn,59,72,
Wisconsin,Illinois,69,79,
Duke,Boston College,65,64,
Iowa State,TCU,69,67,
Xavier,Villanova,88,80,
Kansas State,Baylor,97,95,
Vanderbilt,Missouri,82,85,
UNLV,New Mexico,84,77,
Delaware,College of Charleston,64,75,
VMI,Chattanooga,78,85,
Central Michigan,Eastern Michigan,56,62,
LIU,FDU,89,101,
UAB,Florida International,87,90,
St. Joseph's,Fordham,54,66,
Radford,Gardner-Webb,63,59,
Northeastern,Hampton,79,63,
Appalachian State,James Madison,71,62,
Winthrop,Longwood,71,85,
Coastal Carolina,Marshall,66,81,
Kent State,Miami (OH),69,66,
North Carolina Central,Morgan State,73,78,
Central Connecticut,Stonehill,49,51,
Alabama A&M,Alcorn State,76,89,
Texas Southern,Arkansas-Pine Bluff,66,70,
Missouri State,Belmont,61,74,
Valparaiso,Bradley,66,88,
Murray State,Drake,64,82,
Illinois State,Evansville,69,61,
Bethune-Cookman,Grambling,70,76,
Alabama State,Jackson State,58,61,
Tennessee State,Lindenwood,60,57,
North Texas,Middle Tennessee,56,51,
Prairie View,Mississippi Valley State,67,60,
Southern Illinois,Northern Iowa,57,69,
Texas State,South Alabama,64,58,
Florida A&M,Southern,66,84,
Utah State,Boise State,59,82,
Fresno State,Colorado State,57,79,
California Baptist,New Mexico State,70,61,
Oregon,Utah,70,60,
San Diego State,Wyoming,80,75,
Hawaii,Cal State Fullerton,72,79,
Sacramento State,Eastern Washington,75,78,
San Francisco,Loyola Marymount,72,70,
Pacific,Pepperdine,80,75,
Portland,Saint Mary's,43,85,
Notre Dame,UNC,64,81,
Northern Illinois,Buffalo,62,80,
Nebraska,Minnesota,81,79,
St. John's (NY),Providence,80,83,
Davidson,VCU,72,89,
Georgia,Florida,75,82,
Georgia Tech,Florida State,64,75,
UIC,Indiana State,60,80,
